Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
PC Portable LENOVO IdeaPad 1 15ALC7 | Sans Windows - 15'' FHD IPS - Ryzen 5 5500U - RAM 16 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82R400JMFR,,AMD Ryzen™ 5 5500U,"399,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0233nf - Windows 11 - 15,6"" FHD - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD - AZERTY",HP,,A94WBEA#ABF,Oui,AMD Ryzen™ 5 5600H,"799,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 3 15IJL6 | Chrome OS - 15'' FHD - Celeron N4500 - RAM 4 Go - Stockage 64 Go - AZERTY,LENOVO,64 Go,82N4004GFR,,Intel Celeron N4500,"259,99",cdiscount.com,ORDINATEUR
PC Portable Gaming - Pulse 17 AI - Intel Ultra 7 - RTX 4070 - 17' QHD+ 240 Hz,MSI,,,,,"1699,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 14s-dq0020nf - Windows 11 - 14"" HD - Celeron N4120 - RAM 4Go - Stockage 64Go - AZERTY",HP,,B0BP0EA#ABF,,Intel® Celeron® N4120,"319,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8| Sans Windows - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82XB006UFR,,Intel® Core™ i3-N305,"399,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook S14 OLED S5406 | Sans Windows - 14"" WUXGA 60Hz - AMD Ryzen 5 7535H - RAM 16Go - 512Go SSD",ASUS,,90NB1491-M00AP0,Oui,AMD Ryzen 5 7535HS / 3.3 GHz,"619,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO IdeaPad Slim 5 13ARP10 Sans Windows 13,3'' WUXGA - Ryzen 7 7735HS - RAM 16Go - 512Go - Aluminium - AZERTY - Gris",LENOVO,512GB SSD M.2 2242,83J20010FR,,AMD Ryzen™ 7 7735HS,"649,99",cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO Legion S5 16ARP9 | Sans Windows - 16'' WQXGA 165hz - Ryzen 7 7435HS - RTX 4070 140w - RAM 16Go - SSD 512Go,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,AMD Ryzen™ 7 7435HS,"1199,99",cdiscount.com,ORDINATEUR
"PC portable 15,6""-NVIDIA MX330 Graphique-Intel Alder Lake N95(jusqu'à 3,4GHz)-16Go DDR4 RAM 512 Go SSD -Ordinateur Portable AZERTY",,,,,Intel Alder Lake N95,"339,99",cdiscount.com,ORDINATEUR
"PC portable Gamer ERAZER - CRAWLER E50 MD62593 - Sans Windows - 15,6"" FHD 144Hz - RTX 4050 - I5-12450H - RAM 16Go -SSD 512Go -AZERTY",ERAZER,SSD 512 Go,30036591,,"Intel i5-12450H 2,0Ghz 45W SRMAQ","599,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15-fd1009nf 15,6"" Full HD Intel® Core™ Ultra 5 32 Go RAM 1 To SSD Argent naturel",HP,,B1AL3EA,,,"799,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Ordinateur portable - Samsung - Samsung Galaxy Book4 - Intel Core i5 - 120U / jusqu'à 5 GHz - Win 11 Pro - UHD Graphics - 16 Go RAM,SAMSUNG,,NP754XGK-KG2FR,,,"689,97",cdiscount.com,ORDINATEUR
"PC Portable LENOVO IdeaPad Slim 5 13ARP10 Sans Windows 13,3"" WUXGA - Ryzen 7 7735HS - RAM 16Go - 512Go - Aluminium - AZERTY - Bleu",LENOVO,,83J2000YFR,,AMD Ryzen™ 7 7735HS,"649,99",cdiscount.com,ORDINATEUR
"PC Portable HP Pavilion 15-eg2049nf - Windows 11 - 15,6"" FHD - Core i5-1235U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,8Z028EA#ABF,Oui,Intel® Core™ i5-1235U,"699,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IRH8 | Sans Windows - 15'' FHD IPS - Core i7-13620H - RAM 16 Go - SSD 1 To - AZERTY,LENOVO,SSD,83EM005PFR,,Intel® Core™ i7-13620H,"659,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0202nf - Sans Windows - 15,6"" FHD 144Hz - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD",HP,,7M1V9EA#ABF,Oui,AMD Ryzen™ 5 5600H,"599,99",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn0016nf - Windows 11 - 17,3"" HD+ - Celeron N4120 - RAM 8Go - Stockage 512Go SSD - AZERTY",HP,,9E312EA#ABF,Oui,Intel Celeron N4120,"404,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO LOQ 15IAX9E | Sans Windows - 15'' FHD 144hz - Core i7-12650HX - RTX 4050 - RAM 16Go - SSD 512Go AZERTY,LENOVO,,83LK004QFR,,Intel® Core™ i7-12650HX,"849,99",cdiscount.com,ORDINATEUR
"PC portable 12""-écran tactile-rotation 360°-Intel Celeron- Windows11 Pro-RAM 8 Go DDR4 256 Go SSD-Ordinateur portable-Argent-AZERTY",,,,,Intel® Celeron® Processor N4020C,"209,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Ordinateur portable - Lenovo - ThinkPad L16 Gen 1 - 16"" - Intel Core Ultra 7 - 16 Go RAM - 512 Go SSD",LENOVO,,21L3002TFR,,,"1459,98",cdiscount.com,ORDINATEUR
"PC Portable - ACEMAGIC - AX16PRO - AMD Ryzen 7 5825U(8C/16T, jusqu'à 4,5 GHz,15W) - 16GB DDR4 512GB SSD, Ordinateur Portable",,,,,AMD 5825U,"489,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s1034nf - Sans Windows - 16,1"" FHD 165Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,AJ4N0EA#ABF,Oui,AMD Ryzen™ 5 8645HS,"899,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 5 14ABR8 | Sans Windows - 14'' FHD IPS - Ryzen 7 7730U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,82XE00AEFR,,"AMD Ryzen™ 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)","519,99",cdiscount.com,ORDINATEUR
"PC portable MEDION - E15223 MD62644 - Windows 11 - 15,6"" FHD - Intel N100 - RAM 4Go - 128Go UFS - Intel UHD Graphics - AZERTY",MEDION,128 Go,30038161,,Intel N100,"199,99",cdiscount.com,ORDINATEUR
